Number of active threads;Average HTTP Request;HTTP Request
1029;;94.55079006772009
1030;;101.70392961054444
1031;;121.6579575464647
1032;;115.19653179190749
1033;;117.44049155437465
1034;;113.42681006568755
1035;;99.7638396619381
1036;;116.73211525438631
1037;;107.84567320939601
1038;;97.19684319731255
1039;;91.83381844822635
1040;;86.92008993171619
1041;;112.18238987815913
1042;;102.2825261410984
1043;;83.57128952804696
1044;;100.60821917808221
1045;;109.03230337078656
1046;;103.19587705498523
1047;;86.30509648379322
1048;;106.86429779012198
1049;;109.84786641929497
1050;;109.97462667756218
1051;;100.32816332826489
1052;;110.66456258890472
1053;;129.48504180963383
1054;;133.67657824164675
1055;;97.01035189657227
1056;;100.87058823529414
1057;;86.34201954397399
1058;;96.99995506670648
1059;;96.31549786778847
1060;;87.35147392290244
1061;;110.03228887112445
1062;;106.70955165692008
1063;;102.95791353339703
1064;;99.03903903272136
1065;;94.84057971014494
1066;102.78901057624371;90.12122752958436
1067;;106.14834007160584
1068;;100.09230769230766
1069;;106.60810173255832
1070;;90.44407288174133
1071;;96.39769797908697
1072;;101.28310012659645
1073;;107.34501845018453
1074;;99.55086231039563
1075;;100.39347760182734
1076;;92.40128992512051
1077;;103.77775360780981
1078;;94.46987951807232
1079;;88.94368600682601
1080;;92.6983805668016
1081;;98.8214213251354
1082;;113.27399585921326
1083;;94.20819112627984
1084;;92.84790136029685
1085;;103.01044266398843
1086;;106.14169935588568
1087;;113.0556811487422
1088;;103.9519886695249
1089;;101.63069544364508
1090;;97.88109161793372
1091;;149.73770491803288
1092;;146.0685138724909
1093;;125.1857379767826
1094;;106.00327318576092
1095;;99.49559221334462
1096;;85.47814749134949
1097;;95.60336995269977
1098;;95.17515485711745
1099;;90.35187960534536
1100;;96.80973665838296
1101;;99.53185593110025
1102;;93.92303129375402
1103;;109.10544000926944
1104;;98.42825674717949
1105;;104.50154344953872
1106;;83.00230090119736
1107;;99.36635068143144
1108;;96.39362791222459
1109;;95.55110157596128
1110;;78.27776147661822
1111;;109.93208353108683
1112;;108.12096018870761
1113;;110.09921671018273
1114;;115.29794520547945
1115;;110.33949701978385
1116;;101.13812154696134
1117;;97.37076973608495
1118;;109.83724560785737
1119;;99.95544554455445
1120;;84.81814905814906
1121;;118.61682796172055
1122;;105.00682409492812
1123;;100.65450121654497
1124;;104.75919508142627
